"id_data","harga","luas_tanah","luas_bangunan","kamar_tidur","kamar_mandi","garasi","kota","harga_per_m2_tanah","harga_per_m2_bangunan","flag_data_tidak_valid","flag_outlier_iqr_harga","flag_outlier_iqr_luas_tanah","flag_outlier_iqr_luas_bangunan","flag_outlier_iqr_kamar_tidur","flag_outlier_iqr_kamar_mandi","flag_outlier_iqr"
"JKS0689",4650000000,124,220,4,3,"ada","Jakarta Selatan",37500000,21136363.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0690",6800000000,389,200,4,3,"ada","Jakarta Selatan",17480719.79,34000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0691",5900000000,214,245,5,3,"tidak_ada","Jakarta Selatan",27570093.46,24081632.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0692",14500000000,648,400,8,6,"ada","Jakarta Selatan",22376543.21,36250000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0693",36000000000,1300,850,6,4,"ada","Jakarta Selatan",27692307.69,42352941.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0694",19500000000,520,500,5,4,"ada","Jakarta Selatan",37500000,39000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0695",5000000000,300,200,5,4,"tidak_ada","Jakarta Selatan",16666666.67,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0696",11100000000,282,383,4,2,"ada","Jakarta Selatan",39361702.13,28981723.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0697",14000000000,718,400,2,2,"ada","Jakarta Selatan",19498607.24,35000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0698",4950000000,135,250,3,4,"ada","Jakarta Selatan",36666666.67,19800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0699",8500000000,246,221,4,4,"ada","Jakarta Selatan",34552845.53,38461538.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0700",4700000000,110,250,4,3,"tidak_ada","Jakarta Selatan",42727272.73,18800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0701",14400000000,451,320,5,4,"ada","Jakarta Selatan",31929046.56,45000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0702",85000000000,1175,1700,5,6,"ada","Jakarta Selatan",72340425.53,50000000,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"JKS0703",6700000000,190,250,4,3,"ada","Jakarta Selatan",35263157.89,26800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0704",4400000000,201,300,4,3,"tidak_ada","Jakarta Selatan",21890547.26,14666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0705",6800000000,212,170,3,2,"ada","Jakarta Selatan",32075471.7,40000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0706",5800000000,150,171,3,3,"tidak_ada","Jakarta Selatan",38666666.67,33918128.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0707",14850000000,539,610,4,4,"ada","Jakarta Selatan",27551020.41,24344262.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0708",11000000000,180,420,4,5,"ada","Jakarta Selatan",61111111.11,26190476.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0709",17000000000,392,400,4,4,"ada","Jakarta Selatan",43367346.94,42500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0710",8250000000,174,220,3,3,"ada","Jakarta Selatan",47413793.1,37500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0711",8000000000,352,200,4,2,"ada","Jakarta Selatan",22727272.73,40000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0712",16000000000,407,500,4,4,"ada","Jakarta Selatan",39312039.31,32000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0713",5400000000,104,240,3,3,"ada","Jakarta Selatan",51923076.92,22500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0714",14000000000,407,800,4,3,"ada","Jakarta Selatan",34398034.4,17500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0715",25000000000,752,450,4,4,"ada","Jakarta Selatan",33244680.85,55555555.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0716",19000000000,380,600,4,4,"ada","Jakarta Selatan",50000000,31666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0717",3500000000,156,95,4,3,"ada","Jakarta Selatan",22435897.44,36842105.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0718",14500000000,560,200,3,2,"ada","Jakarta Selatan",25892857.14,72500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0719",3500000000,100,186,4,3,"ada","Jakarta Selatan",35000000,18817204.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0720",2200000000,110,200,3,3,"ada","Jakarta Selatan",20000000,11000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0721",15500000000,1055,500,5,3,"ada","Jakarta Selatan",14691943.13,31000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0722",1300000000,65,108,3,2,"ada","Jakarta Selatan",20000000,12037037.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0723",1200000000,69,75,3,1,"tidak_ada","Jakarta Selatan",17391304.35,16000000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0724",1310000000,51,60,2,2,"tidak_ada","Jakarta Selatan",25686274.51,21833333.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0725",2400000000,127,180,5,5,"ada","Jakarta Selatan",18897637.8,13333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0726",15000000000,500,550,5,5,"ada","Jakarta Selatan",30000000,27272727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0727",35500000000,1500,1000,6,6,"ada","Jakarta Selatan",23666666.67,35500000,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"JKS0728",3800000000,220,220,3,3,"tidak_ada","Jakarta Selatan",17272727.27,17272727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0729",4970000000,154,300,6,4,"ada","Jakarta Selatan",32272727.27,16566666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0730",10500000000,202,600,3,3,"tidak_ada","Jakarta Selatan",51980198.02,17500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0731",680000000,50,60,3,2,"tidak_ada","Jakarta Selatan",13600000,11333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0732",2570000000,107,120,3,3,"tidak_ada","Jakarta Selatan",24018691.59,21416666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0733",14000000000,949,800,5,4,"ada","Jakarta Selatan",14752370.92,17500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0734",4600000000,201,350,4,3,"ada","Jakarta Selatan",22885572.14,13142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0735",4200000000,109,188,3,3,"ada","Jakarta Selatan",38532110.09,22340425.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0736",13500000000,465,365,5,5,"ada","Jakarta Selatan",29032258.06,36986301.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0737",700000000,60,52,3,2,"ada","Jakarta Selatan",11666666.67,13461538.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0738",1650000000,78,105,3,3,"ada","Jakarta Selatan",21153846.15,15714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0739",1300000000,86,135,3,2,"tidak_ada","Jakarta Selatan",15116279.07,9629629.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0740",80000000000,800,2000,7,6,"ada","Jakarta Selatan",100000000,40000000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"JKS0741",11750000000,340,419,4,4,"tidak_ada","Jakarta Selatan",34558823.53,28042959.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0742",14900000000,291,400,4,4,"tidak_ada","Jakarta Selatan",51202749.14,37250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0743",57000000000,550,1200,5,5,"ada","Jakarta Selatan",103636363.64,47500000,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"JKS0744",1350000000,69,100,3,3,"ada","Jakarta Selatan",19565217.39,13500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0745",555000000,32,38,2,2,"tidak_ada","Jakarta Selatan",17343750,14605263.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0746",1200000000,60,70,3,2,"ada","Jakarta Selatan",20000000,17142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0747",2990000000,123,160,4,3,"tidak_ada","Jakarta Selatan",24308943.09,18687500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0748",7500000000,150,350,3,3,"ada","Jakarta Selatan",50000000,21428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0749",4200000000,85,190,3,3,"tidak_ada","Jakarta Selatan",49411764.71,22105263.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0750",25000000000,850,530,6,4,"ada","Jakarta Selatan",29411764.71,47169811.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0751",1880000000,60,90,3,2,"tidak_ada","Jakarta Selatan",31333333.33,20888888.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0752",5300000000,144,285,4,3,"ada","Jakarta Selatan",36805555.56,18596491.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0753",1300000000,78,100,3,3,"tidak_ada","Jakarta Selatan",16666666.67,13000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0754",650000000,60,52,3,2,"ada","Jakarta Selatan",10833333.33,12500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0755",679000000,60,50,3,2,"tidak_ada","Jakarta Selatan",11316666.67,13580000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0756",2200000000,110,200,4,4,"tidak_ada","Jakarta Selatan",20000000,11000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0757",3750000000,321,220,5,5,"ada","Jakarta Selatan",11682242.99,17045454.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0758",15000000000,291,400,4,3,"ada","Jakarta Selatan",51546391.75,37500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0759",13500000000,500,640,5,5,"ada","Jakarta Selatan",27000000,21093750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0760",13700000000,323,400,4,3,"ada","Jakarta Selatan",42414860.68,34250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0761",9500000000,239,436,4,4,"ada","Jakarta Selatan",39748953.97,21788990.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0762",14500000000,465,841,5,4,"ada","Jakarta Selatan",31182795.7,17241379.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0763",17000000000,392,500,4,4,"ada","Jakarta Selatan",43367346.94,34000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0764",32000000000,325,600,4,4,"ada","Jakarta Selatan",98461538.46,53333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0765",168000000000,1770,1000,5,5,"ada","Jakarta Selatan",94915254.24,168000000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0766",30000000000,345,500,4,4,"ada","Jakarta Selatan",86956521.74,60000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0767",32000000000,430,600,4,4,"ada","Jakarta Selatan",74418604.65,53333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0768",180000000000,1442,1000,6,5,"ada","Jakarta Selatan",124826629.68,180000000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0769",90000000000,1066,5000,8,6,"ada","Jakarta Selatan",84427767.35,18000000,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"JKS0770",35000000000,2600,700,5,5,"ada","Jakarta Selatan",13461538.46,50000000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0771",23000000000,400,400,4,4,"ada","Jakarta Selatan",57500000,57500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0772",75000000000,1050,1500,5,5,"ada","Jakarta Selatan",71428571.43,50000000,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"JKS0773",135000000000,850,1000,5,4,"ada","Jakarta Selatan",158823529.41,135000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0774",165000000000,2122,1500,6,6,"ada","Jakarta Selatan",77756833.18,110000000,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"JKS0775",2800000000,75,150,4,2,"ada","Jakarta Selatan",37333333.33,18666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0776",12000000000,340,419,4,5,"tidak_ada","Jakarta Selatan",35294117.65,28639618.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0777",11000000000,769,400,4,3,"ada","Jakarta Selatan",14304291.29,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0778",33000000000,329,526,5,4,"ada","Jakarta Selatan",100303951.37,62737642.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0779",3000000000,250,267,4,4,"ada","Jakarta Selatan",12000000,11235955.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0780",65000000000,586,600,5,4,"ada","Jakarta Selatan",110921501.71,108333333.33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0781",7350000000,200,444,27,27,"ada","Jakarta Selatan",36750000,16554054.05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0782",40000000000,340,850,5,5,"ada","Jakarta Selatan",117647058.82,47058823.53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0783",120000000000,1050,998,5,5,"ada","Jakarta Selatan",114285714.29,120240480.96,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0784",110000000000,1050,2500,8,5,"ada","Jakarta Selatan",104761904.76,44000000,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"JKS0785",50000000000,912,600,5,4,"ada","Jakarta Selatan",54824561.4,83333333.33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0786",5150000000,144,285,4,3,"ada","Jakarta Selatan",35763888.89,18070175.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0787",12500000000,875,578,6,5,"ada","Jakarta Selatan",14285714.29,21626297.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0788",2950000000,82,145,3,3,"ada","Jakarta Selatan",35975609.76,20344827.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0789",28000000000,490,500,5,4,"ada","Jakarta Selatan",57142857.14,56000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0790",15700000000,860,350,5,4,"ada","Jakarta Selatan",18255813.95,44857142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0791",15000000000,542,452,5,5,"ada","Jakarta Selatan",27675276.75,33185840.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0792",14500000000,325,450,3,3,"ada","Jakarta Selatan",44615384.62,32222222.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0793",72000000000,855,589,5,3,"ada","Jakarta Selatan",84210526.32,122241086.59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0794",5200000000,390,250,3,2,"ada","Jakarta Selatan",13333333.33,20800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0795",7500000000,105,275,3,3,"ada","Jakarta Selatan",71428571.43,27272727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0796",75000000000,3000,2000,4,4,"ada","Jakarta Selatan",25000000,37500000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"JKS0797",8500000000,226,330,5,5,"ada","Jakarta Selatan",37610619.47,25757575.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0798",12500000000,340,419,4,4,"tidak_ada","Jakarta Selatan",36764705.88,29832935.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0799",6100000000,199,350,4,4,"ada","Jakarta Selatan",30653266.33,17428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0800",1280000000,72,78,3,2,"tidak_ada","Jakarta Selatan",17777777.78,16410256.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0801",30000000000,1100,800,5,6,"ada","Jakarta Selatan",27272727.27,37500000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0802",11000000000,459,500,5,5,"ada","Jakarta Selatan",23965141.61,22000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0803",22900000000,680,850,4,4,"tidak_ada","Jakarta Selatan",33676470.59,26941176.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0804",9500000000,460,550,4,5,"tidak_ada","Jakarta Selatan",20652173.91,17272727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0805",4970000000,161,300,5,3,"tidak_ada","Jakarta Selatan",30869565.22,16566666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0806",42000000000,709,500,3,4,"tidak_ada","Jakarta Selatan",59238363.89,84000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0807",11000000000,256,350,4,4,"ada","Jakarta Selatan",42968750,31428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0808",28000000000,997,800,4,5,"ada","Jakarta Selatan",28084252.76,35000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0809",29900000000,680,650,6,6,"tidak_ada","Jakarta Selatan",43970588.24,46000000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0810",12900000000,1145,400,6,4,"tidak_ada","Jakarta Selatan",11266375.55,32250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0811",4800000000,340,275,4,3,"ada","Jakarta Selatan",14117647.06,17454545.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0812",7000000000,248,240,4,2,"tidak_ada","Jakarta Selatan",28225806.45,29166666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0813",15000000000,1148,500,4,4,"ada","Jakarta Selatan",13066202.09,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0814",7300000000,385,270,3,2,"ada","Jakarta Selatan",18961038.96,27037037.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0815",4200000000,151,145,4,4,"ada","Jakarta Selatan",27814569.54,28965517.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0816",4500000000,203,100,4,3,"ada","Jakarta Selatan",22167487.68,45000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0817",23200000000,400,350,4,3,"ada","Jakarta Selatan",58000000,66285714.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0818",34000000000,525,525,4,4,"ada","Jakarta Selatan",64761904.76,64761904.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0819",7500000000,149,325,5,3,"tidak_ada","Jakarta Selatan",50335570.47,23076923.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0820",550000000,84,50,2,1,"tidak_ada","Jakarta Selatan",6547619.05,11000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0821",22000000000,616,800,6,5,"ada","Jakarta Selatan",35714285.71,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0822",38000000000,320,1000,5,5,"ada","Jakarta Selatan",118750000,38000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0823",21000000000,560,700,5,5,"ada","Jakarta Selatan",37500000,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0824",60000000000,610,700,4,4,"ada","Jakarta Selatan",98360655.74,85714285.71,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0825",5800000000,126,256,3,3,"ada","Jakarta Selatan",46031746.03,22656250,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0826",15500000000,216,300,6,8,"tidak_ada","Jakarta Selatan",71759259.26,51666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0827",45000000000,483,1100,5,5,"ada","Jakarta Selatan",93167701.86,40909090.91,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"JKS0828",2700000000,310,400,6,4,"ada","Jakarta Selatan",8709677.42,6750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0829",1700000000,213,125,4,4,"ada","Jakarta Selatan",7981220.66,13600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0830",3250000000,146,70,6,2,"ada","Jakarta Selatan",22260273.97,46428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0831",7700000000,422,400,4,4,"ada","Jakarta Selatan",18246445.5,19250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0832",19700000000,903,600,3,3,"ada","Jakarta Selatan",21816168.33,32833333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0833",1750000000,133,140,3,3,"ada","Jakarta Selatan",13157894.74,12500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0834",6750000000,350,200,3,2,"ada","Jakarta Selatan",19285714.29,33750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0835",30000000000,3000,500,4,4,"ada","Jakarta Selatan",10000000,60000000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0836",23000000000,348,468,4,4,"ada","Jakarta Selatan",66091954.02,49145299.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0837",5000000000,212,195,4,3,"ada","Jakarta Selatan",23584905.66,25641025.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0838",55000000000,4035,1500,6,6,"tidak_ada","Jakarta Selatan",13630731.1,36666666.67,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"JKS0839",4800000000,290,240,4,3,"ada","Jakarta Selatan",16551724.14,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0840",430000000,25,40,2,2,"tidak_ada","Jakarta Selatan",17200000,10750000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0841",4900000000,130,320,3,2,"ada","Jakarta Selatan",37692307.69,15312500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0842",15000000000,290,400,4,3,"ada","Jakarta Selatan",51724137.93,37500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0843",28000000000,404,837,4,4,"ada","Jakarta Selatan",69306930.69,33452807.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0844",15500000000,480,600,22,10,"ada","Jakarta Selatan",32291666.67,25833333.33,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0845",10500000000,1000,476,5,5,"ada","Jakarta Selatan",10500000,22058823.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0846",6500000000,250,280,3,2,"ada","Jakarta Selatan",26000000,23214285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0847",4050000000,468,500,5,4,"ada","Jakarta Selatan",8653846.15,8100000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0848",9000000000,355,400,6,5,"ada","Jakarta Selatan",25352112.68,22500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0849",5900000000,403,200,4,3,"ada","Jakarta Selatan",14640198.51,29500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0850",6500000000,400,300,4,4,"ada","Jakarta Selatan",16250000,21666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0851",8500000000,540,450,5,4,"ada","Jakarta Selatan",15740740.74,18888888.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0852",32000000000,325,600,4,8,"ada","Jakarta Selatan",98461538.46,53333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0853",21000000000,250,400,3,3,"ada","Jakarta Selatan",84000000,52500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0854",18000000000,290,450,4,3,"ada","Jakarta Selatan",62068965.52,40000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0855",8500000000,529,315,4,4,"ada","Jakarta Selatan",16068052.93,26984126.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0856",2800000000,170,169,4,4,"tidak_ada","Jakarta Selatan",16470588.24,16568047.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0857",28000000000,830,400,8,4,"tidak_ada","Jakarta Selatan",33734939.76,70000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0858",2950000000,170,230,5,2,"tidak_ada","Jakarta Selatan",17352941.18,12826086.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
