"id_data","harga","luas_tanah","luas_bangunan","kamar_tidur","kamar_mandi","garasi","kota","harga_per_m2_tanah","harga_per_m2_bangunan","flag_data_tidak_valid","flag_outlier_iqr_harga","flag_outlier_iqr_luas_tanah","flag_outlier_iqr_luas_bangunan","flag_outlier_iqr_kamar_tidur","flag_outlier_iqr_kamar_mandi","flag_outlier_iqr"
"JKS0859",7300000000,230,350,5,3,"ada","Jakarta Selatan",31739130.43,20857142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0860",11000000000,268,400,5,4,"ada","Jakarta Selatan",41044776.12,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0861",5900000000,160,176,3,2,"ada","Jakarta Selatan",36875000,33522727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0862",8000000000,555,284,4,5,"ada","Jakarta Selatan",14414414.41,28169014.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0863",4000000000,164,217,3,3,"ada","Jakarta Selatan",24390243.9,18433179.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0864",1300000000,62,110,3,3,"ada","Jakarta Selatan",20967741.94,11818181.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0865",1230000000,60,65,2,2,"tidak_ada","Jakarta Selatan",20500000,18923076.92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0866",1200000000,65,60,2,2,"ada","Jakarta Selatan",18461538.46,20000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0867",38000000000,316,1000,5,5,"ada","Jakarta Selatan",120253164.56,38000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0868",4500000000,567,300,3,2,"ada","Jakarta Selatan",7936507.94,15000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0869",6000000000,347,120,4,3,"ada","Jakarta Selatan",17291066.28,50000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0870",25000000000,700,1200,5,7,"ada","Jakarta Selatan",35714285.71,20833333.33,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"JKS0871",7500000000,186,380,3,4,"tidak_ada","Jakarta Selatan",40322580.65,19736842.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0872",7000000000,200,300,3,3,"tidak_ada","Jakarta Selatan",35000000,23333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0873",15000000000,702,451,4,4,"ada","Jakarta Selatan",21367521.37,33259423.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0874",100000000000,945,700,4,4,"ada","Jakarta Selatan",105820105.82,142857142.86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0875",3600000000,105,136,3,2,"tidak_ada","Jakarta Selatan",34285714.29,26470588.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0876",6500000000,210,330,4,4,"tidak_ada","Jakarta Selatan",30952380.95,19696969.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0877",29000000000,300,295,4,3,"tidak_ada","Jakarta Selatan",96666666.67,98305084.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0878",95000000000,3300,600,5,4,"tidak_ada","Jakarta Selatan",28787878.79,158333333.33,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0879",28000000000,404,837,4,4,"tidak_ada","Jakarta Selatan",69306930.69,33452807.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0880",10500000000,507,480,6,5,"ada","Jakarta Selatan",20710059.17,21875000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0881",4970000000,154,300,5,3,"ada","Jakarta Selatan",32272727.27,16566666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0882",68000000000,814,494,5,5,"ada","Jakarta Selatan",83538083.54,137651821.86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0883",15000000000,291,400,7,6,"ada","Jakarta Selatan",51546391.75,37500000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0884",2480000000,120,160,4,3,"tidak_ada","Jakarta Selatan",20666666.67,15500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0885",13500000000,380,400,5,4,"ada","Jakarta Selatan",35526315.79,33750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0886",11000000000,378,350,4,1,"ada","Jakarta Selatan",29100529.1,31428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0887",2190000000,111,125,3,2,"ada","Jakarta Selatan",19729729.73,17520000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0888",4350000000,105,220,3,3,"ada","Jakarta Selatan",41428571.43,19772727.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0889",7800000000,206,300,4,4,"ada","Jakarta Selatan",37864077.67,26000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0890",30000000000,458,400,4,4,"tidak_ada","Jakarta Selatan",65502183.41,75000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0891",42000000000,630,500,5,4,"ada","Jakarta Selatan",66666666.67,84000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"JKS0892",1800000000,111,160,4,3,"tidak_ada","Jakarta Selatan",16216216.22,11250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0893",3900000000,360,250,5,3,"tidak_ada","Jakarta Selatan",10833333.33,15600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0894",169000000000,2122,1024,10,5,"tidak_ada","Jakarta Selatan",79641847.31,165039062.5,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"JKS0895",7500000000,220,305,4,4,"tidak_ada","Jakarta Selatan",34090909.09,24590163.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0896",27000000000,1752,712,3,2,"ada","Jakarta Selatan",15410958.9,37921348.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"JKS0897",6800000000,210,262,4,3,"ada","Jakarta Selatan",32380952.38,25954198.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0898",10500000000,300,378,4,3,"tidak_ada","Jakarta Selatan",35000000,27777777.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0899",13750000000,500,640,5,6,"ada","Jakarta Selatan",27500000,21484375,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0900",6900000000,210,330,4,4,"ada","Jakarta Selatan",32857142.86,20909090.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0901",5800000000,122,240,3,3,"ada","Jakarta Selatan",47540983.61,24166666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0902",5500000000,180,350,4,3,"ada","Jakarta Selatan",30555555.56,15714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0903",6900000000,450,600,5,6,"ada","Jakarta Selatan",15333333.33,11500000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0904",5900000000,160,300,3,2,"ada","Jakarta Selatan",36875000,19666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0905",28000000000,488,450,5,3,"ada","Jakarta Selatan",57377049.18,62222222.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0906",20000000000,292,800,27,27,"tidak_ada","Jakarta Selatan",68493150.68,25000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"JKS0907",77500000000,1148,1200,8,6,"ada","Jakarta Selatan",67508710.8,64583333.33,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"JKS0908",3250000000,105,140,3,3,"ada","Jakarta Selatan",30952380.95,23214285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0909",1600000000,229,160,3,2,"tidak_ada","Jakarta Selatan",6986899.56,10000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0910",15000000000,400,500,4,5,"ada","Jakarta Selatan",37500000,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0911",25000000000,674,500,5,4,"ada","Jakarta Selatan",37091988.13,50000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0912",2200000000,105,124,3,3,"ada","Jakarta Selatan",20952380.95,17741935.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0913",6750000000,200,180,2,2,"tidak_ada","Jakarta Selatan",33750000,37500000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"JKS0914",3600000000,136,180,3,2,"tidak_ada","Jakarta Selatan",26470588.24,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0915",1450000000,76,130,3,3,"tidak_ada","Jakarta Selatan",19078947.37,11153846.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0916",6400000000,235,310,5,4,"ada","Jakarta Selatan",27234042.55,20645161.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0917",1750000000,133,130,3,3,"ada","Jakarta Selatan",13157894.74,13461538.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0918",6750000000,187,337,6,4,"ada","Jakarta Selatan",36096256.68,20029673.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0919",85000000000,1180,1200,5,6,"ada","Jakarta Selatan",72033898.31,70833333.33,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"JKS0920",65000000000,472,1200,5,5,"ada","Jakarta Selatan",137711864.41,54166666.67,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"JKS0921",21000000000,321,800,5,6,"ada","Jakarta Selatan",65420560.75,26250000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"JKS0922",4500000000,972,350,4,3,"ada","Jakarta Selatan",4629629.63,12857142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0923",1530000000,78,107,3,3,"tidak_ada","Jakarta Selatan",19615384.62,14299065.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0924",3500000000,169,215,4,4,"ada","Jakarta Selatan",20710059.17,16279069.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0925",1100000000,65,100,3,3,"ada","Jakarta Selatan",16923076.92,11000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0926",3700000000,540,350,4,2,"ada","Jakarta Selatan",6851851.85,10571428.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0927",16000000000,488,550,6,5,"ada","Jakarta Selatan",32786885.25,29090909.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0928",4500000000,209,270,4,4,"ada","Jakarta Selatan",21531100.48,16666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0929",29000000000,692,400,4,3,"tidak_ada","Jakarta Selatan",41907514.45,72500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0930",1700000000,102,140,4,3,"tidak_ada","Jakarta Selatan",16666666.67,12142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"JKS0931",1250000000,63,110,3,3,"tidak_ada","Jakarta Selatan",19841269.84,11363636.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
