"id_data","nomor_sumber","nama_rumah","harga","luas_tanah","luas_bangunan","kamar_tidur","kamar_mandi","jumlah_garasi","garasi","harga_per_m2_tanah","harga_per_m2_bangunan","flag_data_tidak_valid","flag_outlier_iqr_harga","flag_outlier_iqr_luas_tanah","flag_outlier_iqr_luas_bangunan","flag_outlier_iqr_kamar_tidur","flag_outlier_iqr_kamar_mandi","flag_outlier_iqr_jumlah_garasi","flag_outlier_iqr"
"RMT0646",647,"Rumah Bagus Siap Huni Ada S. Pool Di Tebet",15000000000,700,700,5,3,4,"ada",21428571.43,21428571.43,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"RMT0647",648,"Rumah Baru Spec Premium Semifurnished",6900000000,125,250,3,2,2,"ada",55200000,27600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0648",649,"Dijual Cepat rumah 3 lantai di Tebet",7500000000,280,500,5,4,1,"ada",26785714.29,15000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0649",650,"Rumah minimalis tebet jalan 3 mobil",5800000000,141,220,4,4,3,"ada",41134751.77,26363636.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0650",651,"Rumaha mewah siap huni tebet",14500000000,307,400,3,3,4,"ada",47231270.36,36250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0651",652,"Rumah Minimalis Siap Huni Tebet",4500000000,146,200,4,4,2,"ada",30821917.81,22500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0652",653,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",17000000000,550,600,5,6,6,"ada",30909090.91,28333333.33,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"RMT0653",654,"Dijual Rumah Tebet Dekat Dengan Jalan 2 Mobil Beda 1 Rumah..!!",2950000000,134,150,3,2,1,"ada",22014925.37,19666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0654",655,"Rumah Hitung Tanah Tebet Jalan 1 Mobil",3000000000,150,150,3,2,1,"ada",20000000,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0655",656,"Dijual Cepat Rumah Strategis Tebet Timur",2000000000,90,80,2,1,1,"ada",22222222.22,25000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0656",657,"Rumah Mewah Cantik Minimalis Modern di Jalan Raya Tebet Timur Dalam Raya Tebet Jakarta Selatan",25000000000,565,350,5,5,4,"ada",44247787.61,71428571.43,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0657",658,"Jual Cepat Rumah Mewah di Tebet Jakarta Seatan",8500000000,325,300,5,3,2,"ada",26153846.15,28333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0658",659,"Rumah Cantik Di Tebet Jakarta Selatan",7000000000,220,280,4,3,4,"ada",31818181.82,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0659",660,"Dijual Cepat Rumah lama layak huni di Tebet",9800000000,350,400,4,5,1,"ada",28000000,24500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0660",661,"Rumah Siap Huni Di Tebet Lokasi Sangat Strategis Sekali",3000000000,90,150,3,2,1,"ada",33333333.33,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0661",662,"Rumah Mewah Kampung Melayu Jual Murah Bawah Pasaran",5500000000,250,200,4,3,3,"ada",22000000,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0662",663,"Rumah Lama Terawat Di Tebet Timur",4850000000,265,300,4,3,0,"tidak_ada",18301886.79,16166666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0663",664,"Rumah Baru Renovasi Di Tebet Utara",3200000000,135,150,5,2,1,"ada",23703703.7,21333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0664",665,"Rumah Mewah Di Tebet",25000000000,619,1080,5,6,2,"ada",40387722.13,23148148.15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"RMT0665",666,"Rumah Baru Dekat Kawasan Tebet jakarta selatan",6700000000,130,390,7,6,3,"ada",51538461.54,17179487.18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0666",667,"Dijual Rumah Komplek Depkeu Menteng Tebet Jakarta Selatan",17000000000,606,360,8,3,1,"ada",28052805.28,47222222.22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0667",668,"Dijual Rumah Brand New Cantik Asri Siap Huni Harga Murah Dengan Tanah Luas Di Tebet Timur, Tebet Jaka",31000000000,670,1000,6,5,2,"ada",46268656.72,31000000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"RMT0668",669,"Rumah hitung tanah di kebon baru Tebet Jakarta Selatan",9200000000,695,650,6,8,1,"ada",13237410.07,14153846.15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0669",670,"Rumah Minimalis Bagus Prime Area Tebet Barat",6900000000,160,250,3,4,1,"ada",43125000,27600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0670",671,"Rumah Kos Tebet",3800000000,145,250,8,8,0,"tidak_ada",26206896.55,15200000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0671",672,"Tebet Rumah Hitung Tanah Siap Bangun Linkungan Aman dan Nyaman",3600000000,139,120,5,3,1,"ada",25899280.58,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0672",673,"Tebet Rumah Hitung Tanah Dekat Taman",1700000000,90,80,2,2,1,"ada",18888888.89,21250000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0673",674,"Rumah dijual di tebet",2900000000,126,133,3,2,1,"ada",23015873.02,21804511.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0674",675,"Rumah Siap Huni Ditebet Jual Cepat",1900000000,90,120,3,2,1,"ada",21111111.11,15833333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0675",676,"Rumah Tebet Soepomo Komplek Keuangan",17000000000,608,390,9,3,5,"ada",27960526.32,43589743.59,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"RMT0676",677,"Rumah Murah Tanah Luas Siap Huni Di Asem Baris Tebet Jakarta Selatan",7000000000,428,500,6,6,4,"ada",16355140.19,14000000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"RMT0677",678,"Rumah Dan Kos-Kosan Di Tebet Barat, Jalan 1 Mobil, Lokasi Strategis",3300000000,145,200,8,8,2,"ada",22758620.69,16500000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0678",679,"Rumah Baru Minimalis 2 Lantai Siap Huni di Tebet Jakarta",7150000000,162,250,4,3,2,"ada",44135802.47,28600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0679",680,"Murah Dibawah Pasaran, Tebet Timur",8500000000,306,283,5,4,1,"ada",27777777.78,30035335.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0680",681,"Rumah Murah 2 Lantai Tebet",600000000,30,60,2,1,0,"tidak_ada",20000000,10000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0681",682,"Dijual Rumah Brand New Siap Huni Harga Murah Dengan Tanah Luas Di Tebet Barat, Tebet Jakarta Selatan",17000000000,310,450,4,4,4,"ada",54838709.68,37777777.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0682",683,"Rumah Minimalis Murah Dekat Stasiun Tebet Jakarta Selatan",2750000000,100,121,4,3,1,"ada",27500000,22727272.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0683",684,"Dijual Rumah Tebet Barat Lokasi Premium Nyaman Jalan 1 Mobil",3000000000,124,224,3,3,1,"ada",24193548.39,13392857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0684",685,"Rumah Cantik Minimalis Di Tebet",6500000000,200,300,5,4,4,"ada",32500000,21666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0685",686,"Rumah tebet timur dalam jalan 1 mobil dekat 2 mobil",5900000000,311,272,4,4,5,"ada",18971061.09,21691176.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0686",687,"Rumah 2 Lantai di Kebon Baru Tebet Jakarta Selatan",2400000000,154,147,3,2,0,"tidak_ada",15584415.58,16326530.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0687",688,"Rumah Baru Bagus, Asem Baris, Tebet Area",4800000000,226,325,4,4,3,"ada",21238938.05,14769230.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0688",689,"DIJUAL CEPAT Rumah 2 LANTAI SIAP PAKAI MURAH SEKALI @Tebet, Jakarta Selatan",6500000000,180,250,8,5,2,"ada",36111111.11,26000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0689",690,"Rumah Ditebet Utara Tebet Jakarta Selatan",6500000000,181,250,8,6,1,"ada",35911602.21,26000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0690",691,"Dijual Rumah Di Tebet, Jakarta Selatan, Siap Huni",3195000000,135,150,3,3,1,"ada",23666666.67,21300000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0691",692,"Rumah Bagus Di Asem Baris - Tebet",5000000000,150,320,7,6,2,"ada",33333333.33,15625000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0692",693,"Rumah Bagus Di Asem Baris - Tebet",10000000000,230,380,6,4,0,"tidak_ada",43478260.87,26315789.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0693",694,"DIJUAL RUMAH di Jl. Asem Baris Tebet, Jaksel",2200000000,95,226,5,3,2,"ada",23157894.74,9734513.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0694",695,"Rumah mewah clasic di tebet jakarta selatan",29000000000,670,1000,5,5,5,"ada",43283582.09,29000000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"RMT0695",696,"Rumah Mewah design Klasik, ada Swimming Pool di Tebet Barat",14800000000,310,500,4,4,4,"ada",47741935.48,29600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0696",697,"Di Jual Show Unit Tebet Jakarta Selatan",2700000000,72,72,4,4,0,"tidak_ada",37500000,37500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0697",698,"Dijual cepat murah BU rumah lama strategis di tebet jakarta selatan",3000000000,139,100,3,2,1,"ada",21582733.81,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0698",699,"DIJUAL CEPAT Rumah 2 Lantai SIAP HUNI & MURAH JARANG ADA di Tebet, Jakarta Selatan",6500000000,180,250,8,5,2,"ada",36111111.11,26000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0699",700,"Tebet - Dijual Rumah Dalam Kompleks Gudang Peluru",7500000000,200,180,5,4,1,"ada",37500000,41666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0700",701,"Rumah Siap Huni,Bebas Banjir,Tenang,Nyaman Di Gudang Peluru, Tebet",5000000000,217,250,3,3,1,"ada",23041474.65,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0701",702,"Jual cepat Rumah Besar di Tebet Timur",3250000000,153,300,8,7,2,"ada",21241830.07,10833333.33,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0702",703,"Rumah Kost Bisa Untuk Huni Di Tebet Barat Dalam Dekat Mt. Haryono",3300000000,130,200,9,3,1,"ada",25384615.38,16500000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0703",704,"TEBET Rumah Lingkungan Nyaman dan Aman Dekat Taman",4500000000,180,200,4,3,1,"ada",25000000,22500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0704",705,"TEBET Rumah Brand New Depan Taman Jalan Dua Mobil Lebar",7200000000,161,250,3,3,2,"ada",44720496.89,28800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0705",706,"Menteng Dalam - Tebet Akses Jalan 2 Mobil Dekat Asisi",2800000000,102,150,3,3,1,"ada",27450980.39,18666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0706",707,"Tebet Rumah Brand New Akses Jalan 2 Mobil",4500000000,96,250,5,4,2,"ada",46875000,18000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0707",708,"Dijual Cepet Rumah Siap Huni Tebet, Lokasi Nyaman, Strategis",2700000000,130,100,5,2,2,"ada",20769230.77,27000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0708",709,"Dijual Rumah Minimalis Tebet Timur Lokasi Premium Bisa Untuk Kantor Jalan Raya",9500000000,189,250,4,3,2,"ada",50264550.26,38000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0709",710,"Rumah Siap huni 3 lantai dalam komplek Tebet",5500000000,107,147,6,4,1,"ada",51401869.16,37414965.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0710",711,"Dijual Rumah Tebet Area Komersil Lokasi Strategis Jalan Raya",23000000000,610,750,8,6,6,"ada",37704918.03,30666666.67,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"RMT0711",712,"Kebon Baru Rumah Nyaman Siap Huni",1500000000,90,120,3,2,1,"ada",16666666.67,12500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0712",713,"Rumah Secondary tanah luas strategis asem baris Tebet, Jakarta selatan",7000000000,428,500,8,6,4,"ada",16355140.19,14000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"RMT0713",714,"Tebet rumah murah prime location, jakarta selatan",3500000000,170,210,5,3,2,"ada",20588235.29,16666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0714",715,"Rumah brand new area Tebet Barat",4950000000,110,225,5,4,2,"ada",45000000,22000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0715",716,"Dijual Rumah Mewah Desain Modern Daerah Tebet",30000000000,498,800,5,5,9,"ada",60240963.86,37500000,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RMT0716",717,"Dijual rumah baru di tebet jakarta selatan",1980000000,72,164,4,2,2,"ada",27500000,12073170.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0717",718,"BrandNew Siap Huni Parkir 3 Mobil Tebet Utara",6500000000,125,250,3,3,3,"ada",52000000,26000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0718",719,"Rumah Tebet Dalam, Dekat Taman & Dekat Jln 2 Mobil",3500000000,150,178,3,2,2,"ada",23333333.33,19662921.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0719",720,"Rumah Lama Terawat BU Tebet",1800000000,90,105,3,2,1,"ada",20000000,17142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0720",721,"Rumah Lama Terawat lokasi bagus dekat MT.Haryono",13000000000,248,350,4,4,1,"ada",52419354.84,37142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0721",722,"Tebet Rumah Lama Terawat",3100000000,156,225,4,3,2,"ada",19871794.87,13777777.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0722",723,"Brand New Rumah Strategi Soho Tebet",4750000000,137,180,4,4,2,"ada",34671532.85,26388888.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0723",724,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",2599000000,90,160,4,2,1,"ada",28877777.78,16243750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0724",725,"Dijual Rumah Komplek Gudang Peluru Hitung Tanah Lokasi Premium Tenang Jalan 2 Mobil",6250000000,320,200,4,3,2,"ada",19531250,31250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0725",726,"Rumah Siap Huni Di Tebet, Jalan 1 Mobil Strategis",3000000000,135,150,3,1,1,"ada",22222222.22,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0726",727,"KOMPLEK ELITE GUDANG PELURU - Rumah Besar Siap Huni",6550000000,270,350,5,4,2,"ada",24259259.26,18714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0727",728,"Rumah Asem Baris",5000000000,150,320,7,6,1,"ada",33333333.33,15625000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0728",729,"Rumah Baru Lux Di Tebet Barat",16000000000,330,525,4,4,3,"ada",48484848.48,30476190.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0729",730,"Turun harga rumah di Tebet Jaksel",23000000000,610,750,8,6,4,"ada",37704918.03,30666666.67,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"RMT0730",731,"Dijual Rumah Tebet Timur Layak Huni Lokasi Premium Nyaman Jalan Lebar",7100000256,265,200,6,3,3,"ada",26792453.8,35500001.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0731",732,"Dijual Murah Rumah Hitung Tanah Tebet Timur Lokasi Strategis Jalan 1 Mobil",2300000000,135,144,4,2,2,"ada",17037037.04,15972222.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0732",733,"Dijual Rumah 2 Lantai Lokasi Strategis Siap Huni di Asembaris Tebet",7500000000,428,500,6,4,4,"ada",17523364.49,15000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0733",734,"Rumah tebet jakarta selatan",5500000000,205,410,4,4,2,"ada",26829268.29,13414634.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0734",735,"Rumah Bagus Minimalis Luas Dan Murah Di Asem Baris Tebet Jaksel",2300000000,132,150,4,3,1,"ada",17424242.42,15333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0735",736,"Dekat Stasiun Tebet Dan Jalan Mt Hariyono Dan RS.Umum",15000000000,387,237,5,4,2,"ada",38759689.92,63291139.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0736",737,"Dijual Rumah Tebet Brand New Lokasi Strategis Jalan 1 Mobil",3500000000,90,140,3,3,2,"ada",38888888.89,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0737",738,"Rumah tebet timur dalam jalan 2 mobil",5900000000,107,140,3,3,3,"ada",55140186.92,42142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0738",739,"Rumah Tebet Dalam Jalan 1 mobil dekat 2 mobil",3000000000,90,62,5,3,0,"tidak_ada",33333333.33,48387096.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0739",740,"Dijual Rumah Dengan Carport Luas di Tebet Barat",30000000000,703,500,8,4,8,"ada",42674253.2,60000000,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"RMT0740",741,"Rumah Tebet Barat Dalam, Strategis",2900000000,137,120,5,2,1,"ada",21167883.21,24166666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0741",742,"Tebet Akses Jalan 2 Mobil Dekat Taman Cocok Untuk Hunian",6000000000,220,350,5,5,2,"ada",27272727.27,17142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0742",743,"RUMAH MEWAH CANTIK SIAP HUNI DI MENTENG DALAM TEBET JAKARTA SELATAN",18000000000,251,200,5,3,3,"ada",71713147.41,90000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0743",744,"Rumah siap huni 3 lantai di Tebet Jakarta Selatan",5500000000,107,147,6,4,2,"ada",51401869.16,37414965.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0744",745,"DIJUAL RUMAH di TEBET TIMUR Jakarta Selatan",3700000000,180,350,4,3,1,"ada",20555555.56,10571428.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0745",746,"Rumah Siap Huni Jalan Lebaaarrr Tebet Barat",6250000000,150,150,3,3,2,"ada",41666666.67,41666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0746",747,"Rumah Murah Di Tebet Timur Dalam, Tebet Jakarta Selatan",3700000000,139,150,5,3,1,"ada",26618705.04,24666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0747",748,"Rumah Mewah di Tebet Jakarta Selatan",7300000000,325,300,5,4,6,"ada",22461538.46,24333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0748",749,"Rumah Cantik 2 Lantai, akses jalan 2 Mobil, di Tebet Timur",6950000000,190,150,4,4,2,"ada",36578947.37,46333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0749",750,"Dijual Rumah Hook Baru Tebet Timur Jakarta Selatan Lokasi Aman Tidak Banjir Dekat Pasar PSPT",3400000000,110,190,5,6,2,"ada",30909090.91,17894736.84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0750",751,"Dijual Rumah Baru Siap Huni di Tebet Barat",3300000000,90,120,3,3,2,"ada",36666666.67,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0751",752,"House In Dukuh Patra",42000000000,624,600,3,3,2,"ada",67307692.31,70000000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0752",753,"Dijual rumah di tebet siap huni",2700000000,88,170,5,4,0,"tidak_ada",30681818.18,15882352.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0753",754,"Dijual Rumah Lux Brandnew, Lokasi Strategis Dekat Ke Kokas",6700000000,130,390,4,5,2,"ada",51538461.54,17179487.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0754",755,"Dijual Rumah Di Tebet",12000000000,312,400,4,4,2,"ada",38461538.46,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0755",756,"Di Jual Rumah Murah Di Tebet",1500000000,170,200,7,2,0,"tidak_ada",8823529.41,7500000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0756",757,"Rumah lama siap bangun di jalan 1 mobil Tebet Timur",2350000000,130,130,4,3,1,"ada",18076923.08,18076923.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0757",758,"Tebet Rumah Lama Jalan 2 Mobil, Acces Mudah Ke Stasiun Kereta Dan Kulineran",3400000000,139,100,6,4,2,"ada",24460431.65,34000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0758",759,"Rumah Minimalis Modern 2 Lantai Nan Mewah Dekat Mall Basurra City",3000000000,150,200,5,4,2,"ada",20000000,15000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0759",760,"Dijual Rumah Di Tebet",5000000000,150,328,7,6,2,"ada",33333333.33,15243902.44,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0760",761,"Dijual rumah siap huni di Tebet",4000000000,154,250,6,3,2,"ada",25974025.97,16000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0761",762,"Dijual rumah siap huni di Tebet",2300000000,54,107,3,2,1,"ada",42592592.59,21495327.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0762",763,"DIJUAL RUMAH DI TEBET",4500000000,180,230,4,4,1,"ada",25000000,19565217.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0763",764,"Dijual rumah di Tebet",4400000000,195,200,7,2,2,"ada",22564102.56,22000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0764",765,"Dijual rumah di Tebet Timur",4500000000,179,150,3,2,1,"ada",25139664.8,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0765",766,"Dijual Rumah Hitung Tanah Tebet Lokasi Strategis Nyaman Jalan 1 Mobil Lebar",2800000000,130,100,3,2,2,"ada",21538461.54,28000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0766",767,"Dijual Rumah Komplek Gudang Peluru Tebet Lokasi Premium Nyaman Jalan 1 Mobil",3800000000,239,178,4,3,4,"ada",15899581.59,21348314.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0767",768,"Dijual rumah di TEBET - BANGUNAN TERAWAT DAN KOKOH DI JALAN 3 MOBIL",15000000000,475,450,5,5,5,"ada",31578947.37,33333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0768",769,"Rumah Tanjung Duren",3500000000,101,135,4,2,2,"ada",34653465.35,25925925.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0769",770,"RUmah Bagus Pinggir Jalan Lokasi Strategis Di Tebet Jakarta Selatan",5500000000,270,170,6,3,1,"ada",20370370.37,32352941.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
