"id_data","nomor_sumber","nama_rumah","harga","luas_tanah","luas_bangunan","kamar_tidur","kamar_mandi","jumlah_garasi","garasi","harga_per_m2_tanah","harga_per_m2_bangunan","flag_data_tidak_valid","flag_outlier_iqr_harga","flag_outlier_iqr_luas_tanah","flag_outlier_iqr_luas_bangunan","flag_outlier_iqr_kamar_tidur","flag_outlier_iqr_kamar_mandi","flag_outlier_iqr_jumlah_garasi","flag_outlier_iqr"
"RMT0770",771,"Dijual cepat murah BU rumah lama strategis di tebet jakarta selatan",2900000000,139,100,3,2,2,"ada",20863309.35,29000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0771",772,"Rumah Daerah Gudang Peluru Murah",10000000000,400,600,4,3,0,"tidak_ada",25000000,16666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0772",773,"Dijual cepat murah rumah lama strategis di tebet kuningan jakarta selatan",4340000000,124,100,3,2,2,"ada",35000000,43400000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0773",774,"Rumah Besar di jual di Jalan Gatot Subroto Jakarta Selatan",25000000000,535,353,10,10,6,"ada",46728971.96,70821529.75,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"RMT0774",775,"Dijual Rumah Siap Huni 3 lantai di Tebet Jakarta Selatan",2900000000,60,150,4,4,1,"ada",48333333.33,19333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0775",776,"Dijual Rumah Minimalis di tebet timur area strategis",3200000000,92,150,4,4,2,"ada",34782608.7,21333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0776",777,"Rumah Strategis Tebet Timur Akses 1 Mobil & Stasiun Cawang",6500000000,311,272,5,5,0,"tidak_ada",20900321.54,23897058.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0777",778,"Rumah Murah Dan Strategis Dekat Mall Casablanca Di Tebet Dalam Jaksel",3500000000,172,210,5,2,2,"ada",20348837.21,16666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0778",779,"Rumah Mewah Modern di Tebet Barat Nego",25000000000,485,550,4,4,3,"ada",51546391.75,45454545.45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0779",780,"Rumah daerah Tebet",7500000000,315,250,3,3,2,"ada",23809523.81,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0780",781,"Tebet Rumah Dekat Lapangan Bola Siap Huni",2950000000,133,135,4,3,1,"ada",22180451.13,21851851.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0781",782,"Rumah untuk Investasi di Kawasan Tebet, Jakarta Selatan",5500000000,326,225,7,2,0,"tidak_ada",16871165.64,24444444.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0782",783,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",9000000000,305,350,5,5,3,"ada",29508196.72,25714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0783",784,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",2500000000,135,120,4,2,1,"ada",18518518.52,20833333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0784",785,"Brand New Minimalis Tebet Dengan Lokasi Strategis Dijual Cepat",3100000000,90,172,4,3,2,"ada",34444444.44,18023255.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0785",786,"Dijual cepat dan murah rumah lama strategis di Tebet Jakarta Selatan",3500000000,231,200,4,3,2,"ada",15151515.15,17500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0786",787,"Dijual rumah di Tebet, Jakarta Selatan, bebas banjir, nyaman, dan aman",12000000000,312,480,4,2,1,"ada",38461538.46,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0787",788,"Dijual Rumah Tebet Timur Lokasi Premium Cocok Untuk Usaha Jalan Lebar",7000000000,187,330,7,4,2,"ada",37433155.08,21212121.21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0788",789,"Dijual Rumah, Siap Huni,Strategis, Di Tebet Jakarta Selatan",6500000000,150,148,4,3,3,"ada",43333333.33,43918918.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0789",790,"Rumah di tebet timur dalam",4500000000,148,200,4,3,1,"ada",30405405.41,22500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0790",791,"Rumah Tua Di Tebet Jalan Depan Dua Mobil",7000000000,253,180,3,2,2,"ada",27667984.19,38888888.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0791",792,"Tebet Rumah Tinggal",2300000000,77,140,4,3,1,"ada",29870129.87,16428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0792",793,"Dijual rumah di Tebet",8750000000,200,250,5,4,2,"ada",43750000,35000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0793",794,"Jual Rumah Mewah Siap Huni Strategis di Tebet Jakarta Selatan",8800000000,230,400,5,5,3,"ada",38260869.57,22000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0794",795,"Dijual Rumah di Tebet Jakarta Selatan",3800000000,186,250,4,3,0,"tidak_ada",20430107.53,15200000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0795",796,"Townhouse Bidakara",13000000000,208,600,4,5,4,"ada",62500000,21666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0796",797,"Dijual Rumah tua di tebet barat",1800000000,84,90,3,2,0,"tidak_ada",21428571.43,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0797",798,"TEBET TIMUR (HOOK) - RUMAH BARU SIAP HUNI",13500000000,278,350,6,4,0,"tidak_ada",48561151.08,38571428.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0798",799,"Tebet Dijual Rumah cantik 2 lantai semi furnished dan lay out nya bagus",7100000000,241,280,5,4,3,"ada",29460580.91,25357142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0799",800,"Tebet Dijual Rumah Siap Huni dan tanah kosong",8500000000,385,200,5,5,0,"tidak_ada",22077922.08,42500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0800",801,"Rumah di depan taman di tebet utara, belakang pertokoan Elektronic city",3000000000,150,139,3,3,1,"ada",20000000,21582733.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0801",802,"Dijual rumah Tebet 2 lantai. akses strategis",3600000000,135,150,5,3,3,"ada",26666666.67,24000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0802",803,"Rumah Mewah Tebet Utara Jakarta Selatan",22000000000,619,700,5,4,10,"ada",35541195.48,31428571.43,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"RMT0803",804,"Rumah Tebet Jakarta Selatan",750000000,78,100,3,1,0,"tidak_ada",9615384.62,7500000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0804",805,"rumah area komersial, tebet raya, jakarta selatan",22000000000,448,350,6,7,4,"ada",49107142.86,62857142.86,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"RMT0805",806,"Rumah Tebet Barat Jakarta, Siap Huni",3500000000,118,160,4,4,2,"ada",29661016.95,21875000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0806",807,"Rumah Bagus siap huni akses 2 mobil daerah Tebet Jakarta Selatan",8500000000,240,245,3,5,2,"ada",35416666.67,34693877.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0807",808,"Dijual Rumah Mewah Lokasi Bagus di Tebet Jalan Lebar",25000000000,485,550,5,5,2,"ada",51546391.75,45454545.45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0808",809,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",1600000000,90,150,3,2,1,"ada",17777777.78,10666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0809",810,"Rumah 2 lantai di Jalan Sawo Kecik Raya, Bukit Duri, Tebet, Jakarta Selatan",5500000000,311,424,5,4,4,"ada",17684887.46,12971698.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0810",811,"Rumah Bagus Cakep Dikawasan Elit Tebet Jaksel",8000000000,306,260,5,4,2,"ada",26143790.85,30769230.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0811",812,"Dijual Rumah Tinggal Siap Huni Di Tebet lokasi strategis dan premium di Jakarta Selatan",12500000000,312,480,4,2,1,"ada",40064102.56,26041666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0812",813,"Rumah Terawat Siap Huni Di Tebet, Jaksel",7500000000,220,350,4,5,1,"ada",34090909.09,21428571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0813",814,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",3000000000,110,300,4,3,1,"ada",27272727.27,10000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0814",815,"Tebet Rumah Lama Dijalan Lebar Dengan Lokasi Strategis Jual Cepat",15000000000,260,300,4,3,4,"ada",57692307.69,50000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0815",816,"RUMAH TOWN HOUSE CANTIK TEBET",3900000000,135,220,4,4,1,"ada",28888888.89,17727272.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0816",817,"Dijual Rumah Hitung Tanah Tebet Lokasi Strategis Nyaman Jalan 2 Mobil",6000000000,203,210,5,3,1,"ada",29556650.25,28571428.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0817",818,"Dijual rumah di Tebet",18000000000,450,200,5,3,2,"ada",40000000,90000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0818",819,"Rumah Di Tebet",3000000000,90,150,4,5,1,"ada",33333333.33,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0819",820,"Brand New Minimalis Tebet Jalan Lebar Depan Taman Dijual Cepat",5000000000,107,180,6,5,2,"ada",46728971.96,27777777.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0820",821,"DIJUAL Cepat Rumah Cantik minimalis 2 lantai di Tebet",850000000,56,56,4,2,0,"tidak_ada",15178571.43,15178571.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0821",822,"Dijual Rumah Cantik Kebon Baru Lokasi Strategis Nyaman Jalan 2 Mobil",2500000000,135,140,4,3,1,"ada",18518518.52,17857142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0822",823,"Rumah Tinggal Di Area Komersil Jl Tebet Raya, Strategis Dan Murah",21000000000,520,350,5,4,2,"ada",40384615.38,60000000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"RMT0823",824,"Town House Menteng Dalam",2900000000,120,150,2,2,0,"tidak_ada",24166666.67,19333333.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0824",825,"NEW TOWNHOUSE WITH PRIVATE POOL AT BIDAKARA TEBET JAKARTA SELATAN",12500000000,208,600,4,5,4,"ada",60096153.85,20833333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0825",826,"Rumah Siap Huni Tebet Jalan 2 Mobil Dijual Cepat",3000000000,140,160,4,3,1,"ada",21428571.43,18750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0826",827,"Rumah Tebet Barat",30000000000,703,500,7,4,8,"ada",42674253.2,60000000,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"RMT0827",828,"Rumah bagus siap huni dengan lokasi strategis dekat dengan supomo dan casablanca di jalan 1 mobil",4750000000,150,200,5,5,2,"ada",31666666.67,23750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0828",829,"Rumah Termurah Akses Jalan 2 Mobil Luas Tanah 268 M Di Tebet Barat",6900000000,268,400,5,4,3,"ada",25746268.66,17250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0829",830,"For Sale Single House at Tebet & Condition Semi Furnished HSE-A0330",10000000000,368,300,4,4,3,"ada",27173913.04,33333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0830",831,"Rumah Bagus Dan Elite Di Kawasan Tebet Yang Pretigous",6700000000,125,250,3,3,3,"ada",53600000,26800000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0831",832,"Tebet Dijual Rumah Tinggal asri . nyaman. Tenang",9000000000,300,350,4,4,0,"tidak_ada",30000000,25714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0832",833,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",2800000000,110,200,4,3,2,"ada",25454545.45,14000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0833",834,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",3000000000,135,180,5,4,3,"ada",22222222.22,16666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0834",835,"Rumah Minimalis bagus Tebet Utara",4100000000,110,220,4,3,2,"ada",37272727.27,18636363.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0835",836,"Dijual Rumah di Tebet Hunian Mewah dan Nyaman",30000000000,750,498,6,6,0,"tidak_ada",40000000,60240963.86,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0836",837,"Rumah Siap Huni Di Tebet Dalam Jakarta Selatan",3500000000,149,162,4,2,2,"ada",23489932.89,21604938.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0837",838,"Dijual Rumah Mewah Full Furnish Di Tebet, Jakarta Selatan",35000000000,700,800,6,7,10,"ada",50000000,43750000,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"RMT0838",839,"RumahKomersil di Tebet Timur Raya",22000000000,776,776,4,3,4,"ada",28350515.46,28350515.46,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"RMT0839",840,"Rumah modern semi klasik di Tebet",30000000000,498,800,6,6,9,"ada",60240963.86,37500000,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"RMT0840",841,"Rumah Dekat Jalan Utama Bukitduri, Hanya 2 Rumah Dari Jalan Besar",2000000000,148,128,4,3,2,"ada",13513513.51,15625000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0841",842,"JUAL CEPAT RUMAH MEWAH CLASSIC MODERN BEBAS BANJIR LOKASI PREMIUM TEBET",25000000000,485,550,5,4,4,"ada",51546391.75,45454545.45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0842",843,"Dijual murah, hitung tanah, tebet timur dalam",9500000000,386,380,7,4,4,"ada",24611398.96,25000000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"RMT0843",844,"Dijual sangat murah rumah baru daerah tebet",4600000000,151,250,5,3,4,"ada",30463576.16,18400000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0844",845,"Dijual cepat rumah Tebet timur jakarta selatan",6000000000,221,168,5,3,2,"ada",27149321.27,35714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0845",846,"Brand New Minimalis 3 Lantai Tebet Dijual Cepat, Lokasi Strategis",2350000000,80,160,4,3,1,"ada",29375000,14687500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0846",847,"Dijual Rumah Tebet Barat Lokasi Strategis Nyaman Jalan 1 Mobil",2600000000,84,140,3,2,1,"ada",30952380.95,18571428.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0847",848,"Rumah Siap Huni Di Lokasi Premium Tebet Barat Dalam",9000000000,287,300,4,3,1,"ada",31358885.02,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0848",849,"Rumah Cantik Minimalis Tebet",2600000000,90,150,3,2,1,"ada",28888888.89,17333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0849",850,"rumah tebet dalam, hoek, SHM",12000000000,270,470,5,4,1,"ada",44444444.44,25531914.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0850",851,"Rumah Baru Minimalis Tebet",2700000000,78,90,3,2,0,"tidak_ada",34615384.62,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0851",852,"Cluster Baru Minimalis Modern Jaya Mandala Tebet Jakarta Selatan",14500000000,208,600,4,4,2,"ada",69711538.46,24166666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0852",853,"Rumah di Kasablangka, Tebet, Menteng, Jakarta Selatan",3750000000,180,127,4,4,2,"ada",20833333.33,29527559.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0853",854,"Rumah Mewah Murah Dalam Komplek Di Tebet",6000000000,225,325,7,5,2,"ada",26666666.67,18461538.46,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0854",855,"Rumah Standard Hitung Tanah Di Tebet Dalam Jakarta Selatan",7500000000,253,150,5,2,0,"tidak_ada",29644268.77,50000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0855",856,"Rumah Standard Di Tebet Dalam Jakarta Selatan",5200000000,260,300,7,3,1,"ada",20000000,17333333.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"RMT0856",857,"Rumah Strategis Siap Huni Di Raya Tebet Jakarta Selatan",4900000000,266,250,3,2,1,"ada",18421052.63,19600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0857",858,"Rumah Tua Strategis Di Tebet Raya Jakarta Selatan",17500000000,724,750,4,2,3,"ada",24171270.72,23333333.33,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"RMT0858",859,"Rumah Mewah Hook Siap Huni Dan Terawat Di Gudang Peluru Tebet",10900000000,428,646,5,5,6,"ada",25467289.72,16873065.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0859",860,"Rumah Cantik Dan Luas Di Tebet Jakarta Selatan",9000000000,388,300,4,3,1,"ada",23195876.29,30000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0860",861,"Rumah Strategis Di Tebet Jakarta Selatan",6500000000,221,168,5,2,1,"ada",29411764.71,38690476.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0861",862,"Rumah di Tebet Jakarta Selatan",25000000000,1000,600,10,10,10,"ada",25000000,41666666.67,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"RMT0862",863,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",6000000000,150,300,5,4,2,"ada",40000000,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0863",864,"Rumah Murah Tebet",3300000000,90,120,4,4,1,"ada",36666666.67,27500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0864",865,"Rumah 2 Lantai di Tebet, Jakarta Selatan",1100000000,50,100,2,1,0,"tidak_ada",22000000,11000000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0865",866,"Rumah di Tebet",5000000000,205,410,3,3,1,"ada",24390243.9,12195121.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0866",867,"Tebet Rumah lama hitung tanah",2500000000,150,100,3,2,0,"tidak_ada",16666666.67,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0867",868,"Rumah Tebet Barat Dalam, Jakarta Selatan, Lokasi Strategis",3500000000,118,160,4,4,2,"ada",29661016.95,21875000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0868",869,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",3000000000,90,160,4,3,1,"ada",33333333.33,18750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0869",870,"Rumah Baru Hook Modern Minimalis Strategis Siap Huni Di Tebet Timur",3300000000,110,180,4,4,2,"ada",30000000,18333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0870",871,"Rumah Di Tebet Timur Dalam, Jakarta Selatan, Siap Huni, Semi Furnished",4400000000,130,250,4,3,2,"ada",33846153.85,17600000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0871",872,"Rumah Asri Di Tebet Timur Tebet Jakarta Selatan",4250000000,150,200,5,3,4,"ada",28333333.33,21250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0872",873,"Rumah Siap Huni Tebet Raya, Lingkungan Tenang nyaman, & Strategis",11000000000,305,275,5,3,1,"ada",36065573.77,40000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0873",874,"Dijual rumah di tebet timur 2 lantai",3000000000,90,120,4,4,1,"ada",33333333.33,25000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0874",875,"Dijual rumah di tebet barat",2500000000,88,140,4,3,0,"tidak_ada",28409090.91,17857142.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0875",876,"Rumah Siap Huni Jalanan 3 Mobil Di Tebet",8800000000,205,150,5,2,2,"ada",42926829.27,58666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0876",877,"TERJUAL Tebet Rumah Siap Huni Jalan Dua Mobil 300 Meter dari Mt Haryono",5500000000,248,300,5,4,3,"ada",22177419.35,18333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0877",878,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",2200000000,100,160,3,2,1,"ada",22000000,13750000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0878",879,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",6000000000,170,250,5,5,3,"ada",35294117.65,24000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0879",880,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta",7000000000,240,300,4,3,4,"ada",29166666.67,23333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0880",881,"Rumah Bagus 2 Lantai, Bebas Banjir, Tenang Di Tebet, Jakarta Selatan",10500000000,345,500,6,4,2,"ada",30434782.61,21000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0881",882,"Dijual Rumah Luas di Tebet Jakarta Selatan",3500000000,140,335,5,4,0,"tidak_ada",25000000,10447761.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0882",883,"Rumah Mewah 2 Lt Design Apik di Tebet Barat, Jakarta Selatan",6000000000,210,350,5,5,1,"ada",28571428.57,17142857.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0883",884,"Rumah Tebet Barat",3800000000,130,150,3,2,1,"ada",29230769.23,25333333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0884",885,"Rumah Murah Minimalis Di Tebet Timur, Tebet Jakarta Selatan",5500000000,140,250,5,3,1,"ada",39285714.29,22000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0885",886,"Dijual rumah murah dan cepat aja di Kebon Baru, Tebet",2500000000,122,200,4,2,1,"ada",20491803.28,12500000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0886",887,"Rumah second bangunan kokoh dan terawat dalam komplek Gudang Peluru , Tebet , Jakarta Selatan",7500000000,290,480,5,3,2,"ada",25862068.97,15625000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0887",888,"Rumah Mewah di Menteng Dalam - Tebet",6800000000,130,375,4,5,4,"ada",52307692.31,18133333.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"RMT0888",889,"Rumah Mewah di Tebet",12500000000,312,480,4,3,2,"ada",40064102.56,26041666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0889",890,"Jl. Tebet Raya, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia",9500000000,368,300,5,4,2,"ada",25815217.39,31666666.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0890",891,"Dijual rumah Tebet Jakarta Selatan",6000000000,200,150,5,4,2,"ada",30000000,40000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0891",892,"Dijual Segera Rumah Tebet Timur Jakarta Selatan",3500000000,130,240,5,6,2,"ada",26923076.92,14583333.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"RMT0892",893,"Dijual rumah di Tebet",9000000000,305,350,4,4,3,"ada",29508196.72,25714285.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"RMT0893",894,"Dijual rumah siap huni di Tebet",8000000000,178,350,8,6,2,"ada",44943820.22,22857142.86,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"RMT0894",895,"Dijual rumah di tebet timur raya",20000000000,660,440,9,5,5,"ada",30303030.3,45454545.45,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
