"variabel","peningkatan_mse_persen","peningkatan_node_purity"
"log_luas_tanah",80.66490542413,341.861685478398
"log_luas_bangunan",74.5774992321001,301.891479762024
"kamar_mandi",28.586754105465,52.9970353320616
"kamar_tidur",22.5938169755339,47.0711844132088
"garasi",6.04432021505292,8.24804272551795
